Time,Steering Wheel,Break,Activating Signal
15:06.191,0,0,0
15:06.207,0,0,0
15:06.223,0,0,0
15:06.239,0,0,0
15:06.270,0,0,0
15:06.287,0,0,0
15:06.301,0,0,0
15:06.333,0,0,0
15:06.349,0,0,0
15:06.363,0,0,0
15:06.379,0,0,0
15:06.408,0,0,0
15:06.423,0,0,0
15:06.439,0,0,0
15:06.469,0,0,0
15:06.486,0,0,0
15:06.502,0,0,0
15:06.533,0,0,0
15:06.548,0,0,0
15:06.563,0,0,0
15:06.580,0,0,0
15:06.613,0,0,0
15:06.630,0,0,0
15:06.647,0,0,0
15:06.664,0,0,0
15:06.681,0,0,0
15:06.712,0,0,0
15:06.728,0,0,0
15:06.745,0,0,0
15:06.762,0,0,0
15:06.793,0,0,0
15:06.809,0,0,0
15:06.825,0,0,0
15:06.841,0,0,0
15:06.859,0,0,0
15:06.891,0,0,0
15:06.907,0,0,0
15:06.923,0,0,0
15:06.957,0,0,0
15:06.973,0,0,0
15:06.991,0,0,0
15:07.006,0,0,0
15:07.022,0,0,0
15:07.040,0,0,0
15:07.072,0,0,0
15:07.089,0,0,0
15:07.106,0,0,0
15:07.122,0,0,0
15:07.154,0,0,0
15:07.169,0,0,0
15:07.185,0,0,0
15:07.200,0,0,0
15:07.230,0,0,0
15:07.247,0,0,0
15:07.261,0,0,0
15:07.291,0,0,0
15:07.307,0,0,0
15:07.321,0,0,0
15:07.351,0,0,0
15:07.366,0,0,0
15:07.381,0,0,0
15:07.411,0,0,0
15:07.426,0,0,0
15:07.441,0,0,0
15:07.472,0,0,0
15:07.487,0,0,0
15:07.505,0,0,0
15:07.519,0,0,0
15:07.549,0,0,0
15:07.566,0,0,0
15:07.582,0,0,0
15:07.599,0,0,0
36:09.588,0,0,0
36:09.609,0,0,0
36:09.624,0,0,0
36:09.641,0,0,0
36:09.670,0,0,0
36:09.685,0,0,0
36:09.701,0,0,0
36:09.734,0,0,0
36:09.750,0,0,0
36:09.766,0,0,0
36:09.781,0,0,0
36:09.812,0,0,0
36:09.828,0,0,0
36:09.844,0,0,0
36:09.876,0,0,0
36:09.892,0,0,0
36:09.907,0,0,0
36:09.924,0,0,0
36:09.957,0,0,0
36:09.973,0,0,0
36:09.988,0,0,0
36:10.003,0,0,0
36:10.035,0,0,0
36:10.052,0,0,0
36:10.068,0,0,0
36:10.084,0,0,0
36:10.101,0,0,0
36:10.130,0,0,0
36:10.147,0,0,0
36:10.162,0,0,0
36:10.192,0,0,0
36:10.208,0,0,0
36:10.224,0,0,0
36:10.256,0,0,0
36:10.271,0,0,0
36:10.286,0,0,0
36:10.303,0,0,0
36:10.333,0,0,0
36:10.351,0,0,0
36:10.368,0,0,0
36:10.385,0,0,0
36:10.402,0,0,0
36:10.435,0,0,0
36:10.452,0,0,0
36:10.468,0,0,0
36:10.485,0,0,0
36:10.515,0,0,0
